beta_commit,Omega,beta_observed
0.8,0.036734693877551024,0.7706122448979592
0.8,0.05510204081632654,0.7559183673469388
0.8,0.07346938775510205,0.7412244897959184
0.8,0.09183673469387756,0.726530612244898
0.8,0.11020408163265308,0.7118367346938776
0.8,0.1285714285714286,0.6971428571428572
0.8,0.1469387755102041,0.6824489795918368
0.8,0.1653061224489796,0.6677551020408163
0.8,0.1836734693877551,0.653061224489796
0.8,0.20204081632653062,0.6383673469387756
0.8,0.22040816326530616,0.6236734693877551
0.8,0.23877551020408166,0.6089795918367348
0.8,0.2571428571428572,0.5942857142857143
0.8,0.2755102040816327,0.5795918367346939
0.8,0.2938775510204082,0.5648979591836735
0.8,0.3122448979591837,0.5502040816326531
0.8,0.3306122448979592,0.5355102040816327
0.8,0.3489795918367347,0.5208163265306123
0.8,0.3673469387755102,0.5061224489795919
0.8,0.38571428571428573,0.4914285714285715
0.8,0.40408163265306124,0.4767346938775511
0.8,0.42244897959183675,0.46204081632653066
0.8,0.4408163265306123,0.4473469387755102
0.8,0.4591836734693878,0.43265306122448977
0.8,0.47755102040816333,0.41795918367346935
0.8,0.49591836734693884,0.40326530612244893
0.8,0.5142857142857143,0.38857142857142857
0.8,0.5326530612244899,0.37387755102040815
0.8,0.5510204081632654,0.35918367346938773
0.8,0.5693877551020409,0.3444897959183673
0.8,0.5877551020408164,0.3297959183673469
0.8,0.6061224489795919,0.31510204081632653
0.8,0.6244897959183674,0.3004081632653061
0.8,0.6428571428571429,0.2857142857142857
0.8,0.6612244897959184,0.2710204081632653
0.8,0.6795918367346939,0.25632653061224486
0.8,0.6979591836734694,0.24163265306122447
0.8,0.7163265306122449,0.22693877551020405
0.8,0.7346938775510204,0.21224489795918366
0.8,0.753061224489796,0.19755102040816325
0.8,0.7714285714285715,0.18285714285714283
0.8,0.789795918367347,0.16816326530612244
0.8,0.8081632653061225,0.15346938775510202
0.8,0.826530612244898,0.1387755102040816
0.8,0.8448979591836735,0.12408163265306121
0.8,0.863265306122449,0.1093877551020408
0.8,0.8816326530612246,0.09469387755102031
0.8,0.9,0.07999999999999999
1.0,0.0,1.0
1.0,0.018367346938775512,0.9816326530612245
1.0,0.036734693877551024,0.963265306122449
1.0,0.05510204081632654,0.9448979591836735
1.0,0.07346938775510205,0.926530612244898
1.0,0.09183673469387756,0.9081632653061225
1.0,0.11020408163265308,0.889795918367347
1.0,0.1285714285714286,0.8714285714285714
1.0,0.1469387755102041,0.8530612244897959
1.0,0.1653061224489796,0.8346938775510204
1.0,0.1836734693877551,0.8163265306122449
1.0,0.20204081632653062,0.7979591836734694
1.0,0.22040816326530616,0.7795918367346939
1.0,0.23877551020408166,0.7612244897959184
1.0,0.2571428571428572,0.7428571428571429
1.0,0.2755102040816327,0.7244897959183674
1.0,0.2938775510204082,0.7061224489795919
1.0,0.3122448979591837,0.6877551020408164
1.0,0.3306122448979592,0.6693877551020408
1.0,0.3489795918367347,0.6510204081632653
1.0,0.3673469387755102,0.6326530612244898
1.0,0.38571428571428573,0.6142857142857143
1.0,0.40408163265306124,0.5959183673469388
1.0,0.42244897959183675,0.5775510204081633
1.0,0.4408163265306123,0.5591836734693877
1.0,0.4591836734693878,0.5408163265306122
1.0,0.47755102040816333,0.5224489795918367
1.0,0.49591836734693884,0.5040816326530612
1.0,0.5142857142857143,0.48571428571428565
1.0,0.5326530612244899,0.46734693877551015
1.0,0.5510204081632654,0.44897959183673464
1.0,0.5693877551020409,0.43061224489795913
1.0,0.5877551020408164,0.4122448979591836
1.0,0.6061224489795919,0.3938775510204081
1.0,0.6244897959183674,0.3755102040816326
1.0,0.6428571428571429,0.3571428571428571
1.0,0.6612244897959184,0.3387755102040816
1.0,0.6795918367346939,0.3204081632653061
1.0,0.6979591836734694,0.30204081632653057
1.0,0.7163265306122449,0.28367346938775506
1.0,0.7346938775510204,0.26530612244897955
1.0,0.753061224489796,0.24693877551020404
1.0,0.7714285714285715,0.22857142857142854
1.0,0.789795918367347,0.21020408163265303
1.0,0.8081632653061225,0.19183673469387752
1.0,0.826530612244898,0.173469387755102
1.0,0.8448979591836735,0.1551020408163265
1.0,0.863265306122449,0.136734693877551
1.0,0.8816326530612246,0.11836734693877538
1.0,0.9,0.09999999999999998
